peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster
peak.2583	chr13	64465210	64465610	401	*	60.98011121	95.62820119	13.21208946	15.93109966	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2584	chr13	65278553	65278953	401	*	121.9602224	137.2880116	14.4131885	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2585	chr13	66905144	66905544	401	*	75.99060012	63.4365295	22.82088179	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2586	chr13	67081471	67081871	401	*	79.74322235	89.00050408	9.608792334	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2587	chr13	67108482	67108882	401	*	57.22748898	61.54290176	12.01099042	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2588	chr13	67306344	67306744	401	*	63.79457788	82.37280697	4.804396167	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2589	chr13	67344347	67344747	401	*	36.58806672	60.59608788	7.206594251	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2590	chr13	67360332	67360732	401	*	45.03146674	40.71299655	8.407693293	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2591	chr13	67484123	67484523	401	*	47.84593341	84.26643471	9.608792334	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2592	chr13	67609530	67609930	401	*	47.84593341	52.07476303	8.407693293	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2593	chr13	67637638	67638038	401	*	84.43400013	100.3622706	14.4131885	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2594	chr13	67683459	67683859	401	*	84.43400013	108.8835954	16.81538659	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2595	chr13	67755036	67755436	401	*	46.90777785	52.07476303	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2596	chr13	67813564	67813964	401	*	40.34068895	57.75564626	13.21208946	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2597	chr13	68762813	68763213	401	*	14.07233336	8.521324859	94.8868243	7.352815227	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2598	chr13	68777020	68777420	401	*	118.2076002	122.1389896	121.3110032	29.41126091	e80a.lost	k88n.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2599	chr13	68862691	68863091	401	*	30.95913338	105.0963399	8.407693293	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2600	chr13	68990524	68990924	401	*	75.99060012	89.94731795	15.61428754	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2601	chr13	69540197	69540597	401	*	101.3208002	104.1495261	9.608792334	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2602	chr13	69611400	69611800	401	*	95.69186682	111.724037	8.407693293	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2603	chr13	70229459	70229859	401	*	7.505244456	10.41495261	80.4736358	8.578284432	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2604	chr13	70292593	70292993	401	*	16.88680003	65.33015725	12.01099042	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2605	chr13	70344166	70344566	401	*	13.1341778	5.680883239	72.06594251	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2606	chr13	70499332	70499732	401	*	87.2484668	114.5644787	24.02198084	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2607	chr13	71053600	71054000	401	*	17.82495558	6.627697112	102.0934186	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2608	chr13	72480508	72480908	401	*	11.25786668	12.30858035	69.66374442	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2609	chr13	73330741	73331141	401	*	65.67088899	63.4365295	8.407693293	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2610	chr13	73469233	73469633	401	*	275.8177338	236.7034683	20.41868371	47.79329898	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2611	chr13	73506443	73506843	401	*	22.51573337	92.78775957	7.206594251	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2612	chr13	73609560	73609960	401	*	9.38155557	56.80883239	4.804396167	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.2613	chr13	74220694	74221094	401	*	45.03146674	8.521324859	86.47913101	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.2614	chr13	74616390	74616790	401	*	64.73273344	35.03211331	9.608792334	4.901876818	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2615	chr13	75988133	75988533	401	*	91.93924459	75.74510985	9.608792334	23.28391489	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2616	chr13	75992464	75992864	401	*	30.02097783	127.8198729	34.83187221	25.7348533	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.2617	chr13	77107897	77108297	401	*	40.34068895	72.90466824	10.80989138	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2618	chr13	77923676	77924076	401	*	128.5273113	171.373311	28.826377	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2619	chr13	78045093	78045493	401	*	63.79457788	11.36176648	16.81538659	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.lost
peak.2620	chr13	80881770	80882170	401	*	70.36166678	73.85148211	19.21758467	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2621	chr13	80883869	80884269	401	*	51.59855564	53.0215769	15.61428754	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2622	chr13	81519281	81519681	401	*	74.11428901	161.9051723	13.21208946	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2623	chr13	81593715	81594115	401	*	51.59855564	72.90466824	31.22857509	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2624	chr13	81620271	81620671	401	*	38.46437784	48.28750753	4.804396167	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2625	chr13	81632998	81633398	401	*	97.56817793	113.6176648	10.80989138	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2626	chr13	81782901	81783301	401	*	40.34068895	49.23432141	15.61428754	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2627	chr13	83729529	83729929	401	*	70.36166678	89.00050408	32.42967413	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2628	chr13	84065391	84065791	401	*	50.66040008	42.60662429	32.42967413	20.83297648	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2629	chr13	84348378	84348778	401	*	60.04195565	70.06422662	7.206594251	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2630	chr13	86046667	86047067	401	*	106.0115779	121.1921758	28.826377	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2631	chr13	88823865	88824265	401	*	35.64991117	74.79829598	7.206594251	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2632	chr13	88828507	88828907	401	*	127.5891558	157.1711029	16.81538659	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2633	chr13	90089371	90089771	401	*	106.9497335	100.3622706	16.81538659	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2634	chr13	90958826	90959226	401	*	109.7642002	38.8193688	44.44066455	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.2635	chr13	91370857	91371257	401	*	144.4759558	142.9688949	45.64176359	31.86219932	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2636	chr13	91683168	91683568	401	*	189.5074225	58.70246014	25.22307988	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2637	chr13	91906260	91906660	401	*	136.9707113	19.88309134	126.1153994	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.2638	chr13	92041807	92042207	401	*	42.21700007	95.62820119	18.01648563	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2639	chr13	92131703	92132103	401	*	100.3826446	99.41545668	10.80989138	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2640	chr13	92226217	92226617	401	*	39.4025334	60.59608788	8.407693293	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2641	chr13	92228014	92228414	401	*	236.4152004	185.5755191	38.43516934	34.31313773	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2642	chr13	92490854	92491254	401	*	12.19602224	8.521324859	111.7022109	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2643	chr13	92543700	92544100	401	*	58.16564454	79.53236535	40.83736742	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2644	chr13	92556681	92557081	401	*	63.79457788	52.07476303	87.68023005	28.1857917	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.2645	chr13	92631746	92632146	401	*	182.0021781	55.86201852	14.4131885	31.86219932	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2646	chr13	92683467	92683867	401	*	144.4759558	45.44706591	3.603297125	17.15656886	e80a.lost	e80a.lost	e80a_shared		e80a.notDB
peak.2647	chr13	92911845	92912245	401	*	32.8354445	55.86201852	14.4131885	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2648	chr13	93144852	93145252	401	*	23.45388893	64.38334338	14.4131885	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2649	chr13	93789829	93790229	401	*	32.8354445	80.47917922	10.80989138	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2650	chr13	93916154	93916554	401	*	158.5482891	68.17059887	55.25055592	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.2651	chr13	94100326	94100726	401	*	39.4025334	66.27697112	7.206594251	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2652	chr13	94321162	94321562	401	*	80.68137791	124.9794313	14.4131885	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2653	chr13	94519214	94519614	401	*	54.41302231	60.59608788	4.804396167	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2654	chr13	94866860	94867260	401	*	176.3732447	191.2564024	2.402198084	22.05844568	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.2655	chr13	95162989	95163389	401	*	72.23797789	100.3622706	7.206594251	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2656	chr13	95180455	95180855	401	*	40.34068895	47.34069366	7.206594251	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2657	chr13	95195311	95195711	401	*	38.46437784	84.26643471	6.005495209	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2658	chr13	95237443	95237843	401	*	296.457156	274.5760232	64.85934826	57.59705261	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2659	chr13	95244884	95245284	401	*	203.5797559	204.5117966	60.05495209	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2660	chr13	95249503	95249903	401	*	47.84593341	48.28750753	6.005495209	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2661	chr13	95267636	95268036	401	*	206.3942225	163.7988001	6.005495209	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2662	chr13	95281791	95282191	401	*	151.0430447	106.9899677	12.01099042	30.63673011	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2663	chr13	95417607	95418007	401	*	18.76311114	124.0326174	3.603297125	7.352815227	e80a.gained	e80a.gained	e80a_shared		e80a.gained
peak.2664	chr13	95495621	95496021	401	*	33.77360005	72.90466824	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2665	chr13	96114285	96114685	401	*	16.88680003	89.94731795	7.206594251	19.60750727	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.2666	chr13	96387993	96388393	401	*	170.7443114	155.2774752	26.42417892	31.86219932	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2667	chr13	96450224	96450624	401	*	251.4256893	293.5123007	15.61428754	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2668	chr13	96538157	96538557	401	*	114.454978	95.62820119	10.80989138	12.25469205	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2669	chr13	96588599	96588999	401	*	107.8878891	64.38334338	21.61978275	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2670	chr13	96593576	96593976	401	*	150.1048891	106.9899677	27.62527796	37.98954534	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2671	chr13	96685387	96685787	401	*	161.3627558	184.6287053	7.206594251	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2672	chr13	96724969	96725369	401	*	18.76311114	66.27697112	8.407693293	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2673	chr13	96770128	96770528	401	*	15.94864447	75.74510985	13.21208946	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2674	chr13	96827767	96828167	401	*	40.34068895	98.46864281	10.80989138	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2675	chr13	97070788	97071188	401	*	116.3312891	123.0858035	15.61428754	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2676	chr13	97082090	97082490	401	*	116.3312891	80.47917922	1.201099042	9.803753636	e80a.lost	e80a.lost	e80a_shared		e80a.notDB
peak.2677	chr13	97088191	97088591	401	*	124.7746891	259.4270013	16.81538659	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2678	chr13	97114823	97115223	401	*	55.35117787	108.8835954	9.608792334	17.15656886	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2679	chr13	97207298	97207698	401	*	41.27884451	70.06422662	6.005495209	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2680	chr13	97235080	97235480	401	*	63.79457788	65.33015725	9.608792334	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2681	chr13	97237913	97238313	401	*	29.08282227	21.77671908	183.7681534	17.15656886	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2682	chr13	97360570	97360970	401	*	166.0535336	31.24485782	20.41868371	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.2683	chr13	97409823	97410223	401	*	17.82495558	12.30858035	178.9637572	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2684	chr13	97651815	97652215	401	*	27.20651115	55.86201852	7.206594251	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2685	chr13	97790048	97790448	401	*	302.0860894	180.8414498	15.61428754	44.11689136	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2686	chr13	97825705	97826105	401	*	62.85642232	15.14902197	99.69122047	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.2687	chr13	97839964	97840364	401	*	169.8061558	158.1179168	15.61428754	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2688	chr13	98032692	98033092	401	*	128.5273113	95.62820119	20.41868371	11.02922284	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2689	chr13	98422824	98423224	401	*	25.33020004	119.298548	10.80989138	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2690	chr13	98809870	98810270	401	*	63.79457788	73.85148211	16.81538659	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2691	chr13	98925437	98925837	401	*	84.43400013	109.8304093	15.61428754	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2692	chr13	98945874	98946274	401	*	82.55768902	90.89413183	19.21758467	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2693	chr13	98948215	98948615	401	*	221.4047115	273.6292093	19.21758467	57.59705261	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2694	chr13	98957459	98957859	401	*	80.68137791	35.97892718	16.81538659	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2695	chr13	98976197	98976597	401	*	86.31031125	42.60662429	25.22307988	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.2696	chr13	98999205	98999605	401	*	270.1888004	204.5117966	14.4131885	40.44048375	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2697	chr13	99006982	99007382	401	*	357.4372672	344.6402498	15.61428754	37.98954534	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2698	chr13	99025354	99025754	401	*	379.014845	344.6402498	16.81538659	68.62627546	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2699	chr13	99034257	99034657	401	*	29.08282227	49.23432141	15.61428754	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2700	chr13	99163525	99163925	401	*	45.9696223	100.3622706	9.608792334	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2701	chr13	99331734	99332134	401	*	39.4025334	76.69192373	7.206594251	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2702	chr13	99353614	99354014	401	*	153.8575114	96.57501506	16.81538659	30.63673011	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2703	chr13	99358563	99358963	401	*	136.0325558	122.1389896	8.407693293	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2704	chr13	99398817	99399217	401	*	118.2076002	116.4581064	7.206594251	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2705	chr13	99410427	99410827	401	*	188.569267	35.97892718	7.206594251	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.2706	chr13	99412500	99412900	401	*	74.11428901	71.01104049	14.4131885	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2707	chr13	99442703	99443103	401	*	43.15515562	20.82990521	4.804396167	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2708	chr13	99454719	99455119	401	*	193.2600448	38.8193688	12.01099042	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2709	chr13	99466150	99466550	401	*	169.8061558	76.69192373	28.826377	15.93109966	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2710	chr13	99470243	99470643	401	*	136.0325558	53.0215769	54.04945688	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.2711	chr13	99482606	99483006	401	*	51.59855564	68.17059887	6.005495209	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2712	chr13	99497175	99497575	401	*	98.50633349	23.67034683	13.21208946	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2713	chr13	99516480	99516880	401	*	50.66040008	65.33015725	7.206594251	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2714	chr13	99550674	99551074	401	*	197.012667	209.245866	9.608792334	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2715	chr13	99556681	99557081	401	*	121.0220669	93.73457345	6.005495209	22.05844568	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2716	chr13	99560623	99561023	401	*	179.1877114	169.4796833	10.80989138	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2717	chr13	99643080	99643480	401	*	47.84593341	67.223785	12.01099042	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2718	chr13	99730369	99730769	401	*	12.19602224	115.5112925	9.608792334	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.2719	chr13	99837748	99838148	401	*	62.85642232	71.01104049	15.61428754	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2720	chr13	99858991	99859391	401	*	31.89728894	69.11741274	9.608792334	22.05844568	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2721	chr13	99863434	99863834	401	*	39.4025334	71.95785436	10.80989138	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2722	chr13	100743945	100744345	401	*	65.67088899	61.54290176	8.407693293	4.901876818	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2723	chr13	100943391	100943791	401	*	171.6824669	203.5649827	44.44066455	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2724	chr13	101691114	101691514	401	*	142.5996447	125.9262451	9.608792334	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2725	chr13	101692427	101692827	401	*	47.84593341	58.70246014	19.21758467	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2726	chr13	101699382	101699782	401	*	44.09331118	49.23432141	6.005495209	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2727	chr13	101759646	101760046	401	*	112.5786668	20.82990521	8.407693293	6.127346023	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.2728	chr13	102253217	102253617	401	*	75.05244456	109.8304093	98.49012143	26.9603225	k88n.gained	e80a.notDB	k88n_unique	k88n.notDB	
peak.2729	chr13	102305436	102305836	401	*	11.25786668	12.30858035	104.4956166	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.2730	chr13	102487549	102487949	401	*	119.1457557	73.85148211	36.03297125	42.89142216	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.2731	chr13	103022618	103023018	401	*	159.4864447	178.0010082	13.21208946	44.11689136	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2732	chr13	103121715	103122115	401	*	43.15515562	81.42599309	7.206594251	34.31313773	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.2733	chr13	103132151	103132551	401	*	112.5786668	15.14902197	9.608792334	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.2734	chr13	104048923	104049323	401	*	296.457156	199.7777272	33.63077317	26.9603225	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2735	chr13	104540658	104541058	401	*	183.8784892	99.41545668	21.61978275	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2736	chr13	104789707	104790107	401	*	51.59855564	62.48971563	15.61428754	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2737	chr13	105238752	105239152	401	*	66.60904455	82.37280697	10.80989138	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2738	chr13	106986064	106986464	401	*	73.17613345	53.96839077	16.81538659	17.15656886	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2739	chr13	107013615	107014015	401	*	281.4466671	198.8309134	44.44066455	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2740	chr13	107073343	107073743	401	*	86.31031125	71.01104049	10.80989138	7.352815227	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2741	chr13	107470362	107470762	401	*	193.2600448	47.34069366	25.22307988	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.2742	chr13	109822046	109822446	401	*	78.80506679	74.79829598	13.21208946	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2743	chr13	110280017	110280417	401	*	53.47486675	60.59608788	8.407693293	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2744	chr13	110398412	110398812	401	*	46.90777785	53.0215769	8.407693293	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2745	chr13	111461422	111461822	401	*	79.74322235	85.21324859	14.4131885	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2746	chr13	111489690	111490090	401	*	69.42351122	77.6387376	6.005495209	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.2747	chr13	111611066	111611466	401	*	34.71175561	125.9262451	7.206594251	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2748	chr13	111705972	111706372	401	*	30.02097783	104.1495261	8.407693293	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.2749	chr13	111869858	111870258	401	*	53.47486675	54.91520464	22.82088179	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.2750	chr13	112160011	112160411	401	*	161.3627558	76.69192373	19.21758467	44.11689136	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
