seqnames	start	end	vsx2.peak.id	ints_cluster
chr16	94631962	94632362	vsx2_chip_e14.5_1400	e14.5
chr16	95654170	95654570	vsx2_chip_e14.5_1401	e14.5
chr16	96819708	96820108	vsx2_chip_e14.5_1402	e14.5
chr16	96846251	96846651	vsx2_chip_e14.5_1403	e14.5
chr16	97144723	97145123	vsx2_chip_e14.5_1404	e14.5
chr17	4997703	4998103	vsx2_chip_e14.5_1405	e14.5
chr17	5239481	5239881	vsx2_chip_e14.5_1406	e14.5
chr17	5344546	5344946	vsx2_chip_e14.5_1407	e14.5
chr17	5660382	5660782	vsx2_chip_e14.5_1408	e14.5
chr17	6781885	6782285	vsx2_chip_e14.5_1409	e14.5
chr17	8368675	8369075	vsx2_chip_e14.5_1410	e14.5
chr17	8736164	8736564	vsx2_chip_e14.5_1411	e14.5
chr17	9428447	9428847	vsx2_chip_e14.5_1412	e14.5
chr17	9697740	9698140	vsx2_chip_e14.5_1413	e14.5
chr17	9741266	9741666	vsx2_chip_e14.5_1414	e14.5
chr17	9874651	9875051	vsx2_chip_e14.5_1415	e14.5
chr17	9882864	9883264	vsx2_chip_e14.5_1416	e14.5
chr17	9895337	9895737	vsx2_chip_e14.5_1417	e14.5
chr17	9937224	9937624	vsx2_chip_e14.5_1418	e14.5
chr17	10360800	10361200	vsx2_chip_e14.5_1419	e14.5
chr17	10560025	10560425	vsx2_chip_e14.5_1420	e14.5
chr17	10620564	10620964	vsx2_chip_e14.5_1421	e14.5
chr17	10744560	10744960	vsx2_chip_e14.5_1422	e14.5
chr17	11664580	11664980	vsx2_chip_e14.5_1423	e14.5
chr17	11926952	11927352	vsx2_chip_e14.5_1424	e14.5
chr17	12042618	12043018	vsx2_chip_e14.5_1425	e14.5
chr17	13761976	13762376	vsx2_chip_e14.5_1426	e14.5
chr17	15088707	15089107	vsx2_chip_e14.5_1427	e14.5
chr17	17402535	17402935	vsx2_chip_e14.5_1428	e14.5
chr17	23585734	23586134	vsx2_chip_e14.5_1429	e14.5
chr17	25405839	25406239	vsx2_chip_e14.5_1430	e14.5
chr17	25561668	25562068	vsx2_chip_e14.5_1431	e14.5
chr17	25765882	25766282	vsx2_chip_e14.5_1432	e14.5
chr17	25956634	25957034	vsx2_chip_e14.5_1433	e14.5
chr17	26856976	26857376	vsx2_chip_e14.5_1434	e14.5
chr17	27422604	27423004	vsx2_chip_e14.5_1435	e14.5
chr17	28485292	28485692	vsx2_chip_e14.5_1436	e14.5
chr17	29021575	29021975	vsx2_chip_e14.5_1437	e14.5
chr17	29036668	29037068	vsx2_chip_e14.5_1438	e14.5
chr17	29216087	29216487	vsx2_chip_e14.5_1439	e14.5
chr17	29865824	29866224	vsx2_chip_e14.5_1440	e14.5
chr17	30004239	30004639	vsx2_chip_e14.5_1441	e14.5
chr17	30809333	30809733	vsx2_chip_e14.5_1442	e14.5
chr17	32635016	32635416	vsx2_chip_e14.5_1443	e14.5
chr17	33031782	33032182	vsx2_chip_e14.5_1444	e14.5
chr17	33394526	33394926	vsx2_chip_e14.5_1445	e14.5
chr17	34591706	34592106	vsx2_chip_e14.5_1446	e14.5
chr17	35699406	35699806	vsx2_chip_e14.5_1447	e14.5
chr17	42741694	42742094	vsx2_chip_e14.5_1448	e14.5
chr17	42873112	42873512	vsx2_chip_e14.5_1449	e14.5
chr17	43077282	43077682	vsx2_chip_e14.5_1450	e14.5
chr17	43639184	43639584	vsx2_chip_e14.5_1451	e14.5
chr17	44397923	44398323	vsx2_chip_e14.5_1452	e14.5
chr17	45596390	45596790	vsx2_chip_e14.5_1453	e14.5
chr17	45736913	45737313	vsx2_chip_e14.5_1454	e14.5
chr17	45873411	45873811	vsx2_chip_e14.5_1455	e14.5
chr17	45896441	45896841	vsx2_chip_e14.5_1456	e14.5
chr17	47333359	47333759	vsx2_chip_e14.5_1457	e14.5
chr17	47441663	47442063	vsx2_chip_e14.5_1458	e14.5
chr17	47673244	47673644	vsx2_chip_e14.5_1459	e14.5
chr17	47799576	47799976	vsx2_chip_e14.5_1460	e14.5
chr17	47811354	47811754	vsx2_chip_e14.5_1461	e14.5
chr17	47816261	47816661	vsx2_chip_e14.5_1462	e14.5
chr17	47834004	47834404	vsx2_chip_e14.5_1463	e14.5
chr17	47863776	47864176	vsx2_chip_e14.5_1464	e14.5
chr17	47877290	47877690	vsx2_chip_e14.5_1465	e14.5
chr17	47914795	47915195	vsx2_chip_e14.5_1466	e14.5
chr17	48067414	48067814	vsx2_chip_e14.5_1467	e14.5
chr17	48960682	48961082	vsx2_chip_e14.5_1468	e14.5
chr17	49044112	49044512	vsx2_chip_e14.5_1469	e14.5
chr17	49205091	49205491	vsx2_chip_e14.5_1470	e14.5
chr17	49304620	49305020	vsx2_chip_e14.5_1471	e14.5
chr17	51760388	51760788	vsx2_chip_e14.5_1472	e14.5
chr17	53596428	53596828	vsx2_chip_e14.5_1473	e14.5
chr17	56409510	56409910	vsx2_chip_e14.5_1474	e14.5
chr17	56509636	56510036	vsx2_chip_e14.5_1475	e14.5
chr17	56831337	56831737	vsx2_chip_e14.5_1476	e14.5
chr17	60267586	60267986	vsx2_chip_e14.5_1477	e14.5
chr17	62702019	62702419	vsx2_chip_e14.5_1478	e14.5
chr17	63157675	63158075	vsx2_chip_e14.5_1479	e14.5
chr17	65614515	65614915	vsx2_chip_e14.5_1480	e14.5
chr17	66417406	66417806	vsx2_chip_e14.5_1481	e14.5
chr17	66863525	66863925	vsx2_chip_e14.5_1482	e14.5
chr17	68004070	68004470	vsx2_chip_e14.5_1483	e14.5
chr17	69129345	69129745	vsx2_chip_e14.5_1484	e14.5
chr17	69154855	69155255	vsx2_chip_e14.5_1485	e14.5
chr17	69229878	69230278	vsx2_chip_e14.5_1486	e14.5
chr17	69277166	69277566	vsx2_chip_e14.5_1487	e14.5
chr17	69685900	69686300	vsx2_chip_e14.5_1488	e14.5
chr17	70629954	70630354	vsx2_chip_e14.5_1489	e14.5
chr17	72332951	72333351	vsx2_chip_e14.5_1490	e14.5
chr17	73699866	73700266	vsx2_chip_e14.5_1491	e14.5
chr17	74175413	74175813	vsx2_chip_e14.5_1492	e14.5
chr17	74860173	74860573	vsx2_chip_e14.5_1493	e14.5
chr17	75808852	75809252	vsx2_chip_e14.5_1494	e14.5
chr17	75816183	75816583	vsx2_chip_e14.5_1495	e14.5
chr17	76325606	76326006	vsx2_chip_e14.5_1496	e14.5
chr17	76818077	76818477	vsx2_chip_e14.5_1497	e14.5
chr17	78448069	78448469	vsx2_chip_e14.5_1498	e14.5
chr17	78561599	78561999	vsx2_chip_e14.5_1499	e14.5
chr17	79612449	79612849	vsx2_chip_e14.5_1500	e14.5
chr17	79807526	79807926	vsx2_chip_e14.5_1501	e14.5
chr17	80048321	80048721	vsx2_chip_e14.5_1502	e14.5
chr17	80480846	80481246	vsx2_chip_e14.5_1503	e14.5
chr17	80897746	80898146	vsx2_chip_e14.5_1504	e14.5
chr17	80982275	80982675	vsx2_chip_e14.5_1505	e14.5
chr17	81613212	81613612	vsx2_chip_e14.5_1506	e14.5
chr17	81698606	81699006	vsx2_chip_e14.5_1507	e14.5
chr17	83138827	83139227	vsx2_chip_e14.5_1508	e14.5
chr17	83179549	83179949	vsx2_chip_e14.5_1509	e14.5
chr17	83565514	83565914	vsx2_chip_e14.5_1510	e14.5
chr17	83706793	83707193	vsx2_chip_e14.5_1511	e14.5
chr17	84067101	84067501	vsx2_chip_e14.5_1512	e14.5
chr17	84146678	84147078	vsx2_chip_e14.5_1513	e14.5
chr17	84159092	84159492	vsx2_chip_e14.5_1514	e14.5
chr17	84749387	84749787	vsx2_chip_e14.5_1515	e14.5
chr17	84890810	84891210	vsx2_chip_e14.5_1516	e14.5
chr17	85395486	85395886	vsx2_chip_e14.5_1517	e14.5
chr17	85485375	85485775	vsx2_chip_e14.5_1518	e14.5
chr17	85664441	85664841	vsx2_chip_e14.5_1519	e14.5
chr17	86166571	86166971	vsx2_chip_e14.5_1520	e14.5
chr17	86465780	86466180	vsx2_chip_e14.5_1521	e14.5
chr17	86469122	86469522	vsx2_chip_e14.5_1522	e14.5
chr17	87447368	87447768	vsx2_chip_e14.5_1523	e14.5
chr17	87460979	87461379	vsx2_chip_e14.5_1524	e14.5
chr17	88257093	88257493	vsx2_chip_e14.5_1525	e14.5
chr17	88688238	88688638	vsx2_chip_e14.5_1526	e14.5
chr17	88763937	88764337	vsx2_chip_e14.5_1527	e14.5
chr17	90349216	90349616	vsx2_chip_e14.5_1528	e14.5
chr17	90452759	90453159	vsx2_chip_e14.5_1529	e14.5
chr18	3509006	3509406	vsx2_chip_e14.5_1530	e14.5
chr18	3787632	3788032	vsx2_chip_e14.5_1531	e14.5
chr18	5163211	5163611	vsx2_chip_e14.5_1532	e14.5
chr18	10826739	10827139	vsx2_chip_e14.5_1533	e14.5
chr18	11807217	11807617	vsx2_chip_e14.5_1534	e14.5
chr18	12400289	12400689	vsx2_chip_e14.5_1535	e14.5
chr18	12741626	12742026	vsx2_chip_e14.5_1536	e14.5
chr18	13147871	13148271	vsx2_chip_e14.5_1537	e14.5
chr18	13304041	13304441	vsx2_chip_e14.5_1538	e14.5
chr18	13397742	13398142	vsx2_chip_e14.5_1539	e14.5
chr18	13500101	13500501	vsx2_chip_e14.5_1540	e14.5
chr18	14459629	14460029	vsx2_chip_e14.5_1541	e14.5
chr18	15247791	15248191	vsx2_chip_e14.5_1542	e14.5
chr18	15544113	15544513	vsx2_chip_e14.5_1543	e14.5
chr18	16029068	16029468	vsx2_chip_e14.5_1544	e14.5
chr18	16039434	16039834	vsx2_chip_e14.5_1545	e14.5
chr18	21232261	21232661	vsx2_chip_e14.5_1546	e14.5
chr18	22345574	22345974	vsx2_chip_e14.5_1547	e14.5
chr18	22674200	22674600	vsx2_chip_e14.5_1548	e14.5
chr18	23036889	23037289	vsx2_chip_e14.5_1549	e14.5
chr18	23041800	23042200	vsx2_chip_e14.5_1550	e14.5
chr18	24955547	24955947	vsx2_chip_e14.5_1551	e14.5
chr18	25546565	25546965	vsx2_chip_e14.5_1552	e14.5
chr18	25548735	25549135	vsx2_chip_e14.5_1553	e14.5
chr18	25677428	25677828	vsx2_chip_e14.5_1554	e14.5
chr18	27317949	27318349	vsx2_chip_e14.5_1555	e14.5
chr18	27319522	27319922	vsx2_chip_e14.5_1556	e14.5
chr18	27511225	27511625	vsx2_chip_e14.5_1557	e14.5
chr18	27581982	27582382	vsx2_chip_e14.5_1558	e14.5
chr18	27617199	27617599	vsx2_chip_e14.5_1559	e14.5
chr18	27682626	27683026	vsx2_chip_e14.5_1560	e14.5
chr18	28397822	28398222	vsx2_chip_e14.5_1561	e14.5
chr18	34211386	34211786	vsx2_chip_e14.5_1562	e14.5
chr18	34886826	34887226	vsx2_chip_e14.5_1563	e14.5
chr18	34912571	34912971	vsx2_chip_e14.5_1564	e14.5
chr18	35059809	35060209	vsx2_chip_e14.5_1565	e14.5
chr18	35279418	35279818	vsx2_chip_e14.5_1566	e14.5
chr18	35844932	35845332	vsx2_chip_e14.5_1567	e14.5
chr18	35848107	35848507	vsx2_chip_e14.5_1568	e14.5
chr18	35869754	35870154	vsx2_chip_e14.5_1569	e14.5
chr18	35889375	35889775	vsx2_chip_e14.5_1570	e14.5
chr18	36159748	36160148	vsx2_chip_e14.5_1571	e14.5
chr18	38073866	38074266	vsx2_chip_e14.5_1572	e14.5
chr18	38084989	38085389	vsx2_chip_e14.5_1573	e14.5
chr18	38296228	38296628	vsx2_chip_e14.5_1574	e14.5
chr18	39066520	39066920	vsx2_chip_e14.5_1575	e14.5
chr18	39741655	39742055	vsx2_chip_e14.5_1576	e14.5
chr18	41720698	41721098	vsx2_chip_e14.5_1577	e14.5
chr18	41779738	41780138	vsx2_chip_e14.5_1578	e14.5
chr18	43191433	43191833	vsx2_chip_e14.5_1579	e14.5
chr18	43193225	43193625	vsx2_chip_e14.5_1580	e14.5
chr18	43500433	43500833	vsx2_chip_e14.5_1581	e14.5
chr18	43932784	43933184	vsx2_chip_e14.5_1582	e14.5
chr18	44915509	44915909	vsx2_chip_e14.5_1583	e14.5
chr18	44931342	44931742	vsx2_chip_e14.5_1584	e14.5
chr18	45225645	45226045	vsx2_chip_e14.5_1585	e14.5
chr18	46311378	46311778	vsx2_chip_e14.5_1586	e14.5
chr18	47091577	47091977	vsx2_chip_e14.5_1587	e14.5
chr18	47413749	47414149	vsx2_chip_e14.5_1588	e14.5
chr18	47537133	47537533	vsx2_chip_e14.5_1589	e14.5
chr18	48156290	48156690	vsx2_chip_e14.5_1590	e14.5
chr18	49305592	49305992	vsx2_chip_e14.5_1591	e14.5
chr18	51112517	51112917	vsx2_chip_e14.5_1592	e14.5
chr18	53470339	53470739	vsx2_chip_e14.5_1593	e14.5
chr18	53648423	53648823	vsx2_chip_e14.5_1594	e14.5
chr18	54276822	54277222	vsx2_chip_e14.5_1595	e14.5
chr18	54377882	54378282	vsx2_chip_e14.5_1596	e14.5
chr18	54540071	54540471	vsx2_chip_e14.5_1597	e14.5
chr18	54719617	54720017	vsx2_chip_e14.5_1598	e14.5
chr18	54823956	54824356	vsx2_chip_e14.5_1599	e14.5
chr18	54902766	54903166	vsx2_chip_e14.5_1600	e14.5
chr18	54990877	54991277	vsx2_chip_e14.5_1601	e14.5
chr18	54994822	54995222	vsx2_chip_e14.5_1602	e14.5
chr18	55041217	55041617	vsx2_chip_e14.5_1603	e14.5
chr18	55056695	55057095	vsx2_chip_e14.5_1604	e14.5
chr18	55133927	55134327	vsx2_chip_e14.5_1605	e14.5
chr18	55194989	55195389	vsx2_chip_e14.5_1606	e14.5
chr18	55200887	55201287	vsx2_chip_e14.5_1607	e14.5
chr18	55377758	55378158	vsx2_chip_e14.5_1608	e14.5
chr18	55379639	55380039	vsx2_chip_e14.5_1609	e14.5
chr18	56215189	56215589	vsx2_chip_e14.5_1610	e14.5
chr18	58124210	58124610	vsx2_chip_e14.5_1611	e14.5
chr18	58313490	58313890	vsx2_chip_e14.5_1612	e14.5
chr18	60606173	60606573	vsx2_chip_e14.5_1613	e14.5
chr18	60653231	60653631	vsx2_chip_e14.5_1614	e14.5
chr18	62253895	62254295	vsx2_chip_e14.5_1615	e14.5
chr18	63859756	63860156	vsx2_chip_e14.5_1616	e14.5
chr18	63863429	63863829	vsx2_chip_e14.5_1617	e14.5
chr18	64684808	64685208	vsx2_chip_e14.5_1618	e14.5
chr18	65584361	65584761	vsx2_chip_e14.5_1619	e14.5
chr18	65940402	65940802	vsx2_chip_e14.5_1620	e14.5
chr18	65949571	65949971	vsx2_chip_e14.5_1621	e14.5
chr18	66014066	66014466	vsx2_chip_e14.5_1622	e14.5
chr18	66015535	66015935	vsx2_chip_e14.5_1623	e14.5
chr18	66023243	66023643	vsx2_chip_e14.5_1624	e14.5
chr18	66519880	66520280	vsx2_chip_e14.5_1625	e14.5
chr18	67464254	67464654	vsx2_chip_e14.5_1626	e14.5
chr18	68190024	68190424	vsx2_chip_e14.5_1627	e14.5
chr18	68852706	68853106	vsx2_chip_e14.5_1628	e14.5
chr18	69009985	69010385	vsx2_chip_e14.5_1629	e14.5
chr18	69404323	69404723	vsx2_chip_e14.5_1630	e14.5
chr18	69562681	69563081	vsx2_chip_e14.5_1631	e14.5
chr18	69898684	69899084	vsx2_chip_e14.5_1632	e14.5
chr18	69985741	69986141	vsx2_chip_e14.5_1633	e14.5
chr18	70582215	70582615	vsx2_chip_e14.5_1634	e14.5
chr18	72725018	72725418	vsx2_chip_e14.5_1635	e14.5
chr18	72915035	72915435	vsx2_chip_e14.5_1636	e14.5
chr18	73189445	73189845	vsx2_chip_e14.5_1637	e14.5
chr18	74207717	74208117	vsx2_chip_e14.5_1638	e14.5
chr18	74224476	74224876	vsx2_chip_e14.5_1639	e14.5
chr18	74907206	74907606	vsx2_chip_e14.5_1640	e14.5
chr18	75001334	75001734	vsx2_chip_e14.5_1641	e14.5
chr18	76378879	76379279	vsx2_chip_e14.5_1642	e14.5
chr18	76760366	76760766	vsx2_chip_e14.5_1643	e14.5
chr18	78574232	78574632	vsx2_chip_e14.5_1644	e14.5
chr18	78819307	78819707	vsx2_chip_e14.5_1645	e14.5
chr18	80047774	80048174	vsx2_chip_e14.5_1646	e14.5
chr18	81131687	81132087	vsx2_chip_e14.5_1647	e14.5
chr18	81166257	81166657	vsx2_chip_e14.5_1648	e14.5
chr18	81178321	81178721	vsx2_chip_e14.5_1649	e14.5
chr18	81703457	81703857	vsx2_chip_e14.5_1650	e14.5
chr18	82868212	82868612	vsx2_chip_e14.5_1651	e14.5
chr18	82911248	82911648	vsx2_chip_e14.5_1652	e14.5
chr18	84360750	84361150	vsx2_chip_e14.5_1653	e14.5
chr18	84768809	84769209	vsx2_chip_e14.5_1654	e14.5
chr18	87921761	87922161	vsx2_chip_e14.5_1655	e14.5
chr19	3441065	3441465	vsx2_chip_e14.5_1656	e14.5
chr19	3641952	3642352	vsx2_chip_e14.5_1657	e14.5
chr19	3684510	3684910	vsx2_chip_e14.5_1658	e14.5
chr19	4628836	4629236	vsx2_chip_e14.5_1659	e14.5
chr19	4879437	4879837	vsx2_chip_e14.5_1660	e14.5
chr19	5894002	5894402	vsx2_chip_e14.5_1661	e14.5
chr19	6067829	6068229	vsx2_chip_e14.5_1662	e14.5
chr19	6425574	6425974	vsx2_chip_e14.5_1663	e14.5
chr19	6970022	6970422	vsx2_chip_e14.5_1664	e14.5
chr19	7083356	7083756	vsx2_chip_e14.5_1665	e14.5
chr19	7151578	7151978	vsx2_chip_e14.5_1666	e14.5
chr19	7183385	7183785	vsx2_chip_e14.5_1667	e14.5
chr19	7557216	7557616	vsx2_chip_e14.5_1668	e14.5
chr19	7606121	7606521	vsx2_chip_e14.5_1669	e14.5
chr19	10576984	10577384	vsx2_chip_e14.5_1670	e14.5
chr19	12796198	12796598	vsx2_chip_e14.5_1671	e14.5
chr19	14096299	14096699	vsx2_chip_e14.5_1672	e14.5
chr19	14129040	14129440	vsx2_chip_e14.5_1673	e14.5
chr19	14482234	14482634	vsx2_chip_e14.5_1674	e14.5
chr19	14566414	14566814	vsx2_chip_e14.5_1675	e14.5
chr19	14597600	14598000	vsx2_chip_e14.5_1676	e14.5
chr19	14890086	14890486	vsx2_chip_e14.5_1677	e14.5
chr19	15035470	15035870	vsx2_chip_e14.5_1678	e14.5
chr19	15340347	15340747	vsx2_chip_e14.5_1679	e14.5
chr19	15502702	15503102	vsx2_chip_e14.5_1680	e14.5
chr19	15692636	15693036	vsx2_chip_e14.5_1681	e14.5
chr19	15801424	15801824	vsx2_chip_e14.5_1682	e14.5
chr19	15803520	15803920	vsx2_chip_e14.5_1683	e14.5
chr19	16353826	16354226	vsx2_chip_e14.5_1684	e14.5
chr19	16877099	16877499	vsx2_chip_e14.5_1685	e14.5
chr19	16879719	16880119	vsx2_chip_e14.5_1686	e14.5
chr19	18842701	18843101	vsx2_chip_e14.5_1687	e14.5
chr19	18869974	18870374	vsx2_chip_e14.5_1688	e14.5
chr19	18969776	18970176	vsx2_chip_e14.5_1689	e14.5
chr19	19036746	19037146	vsx2_chip_e14.5_1690	e14.5
chr19	19977551	19977951	vsx2_chip_e14.5_1691	e14.5
chr19	20025268	20025668	vsx2_chip_e14.5_1692	e14.5
chr19	20122574	20122974	vsx2_chip_e14.5_1693	e14.5
chr19	20230802	20231202	vsx2_chip_e14.5_1694	e14.5
chr19	22530113	22530513	vsx2_chip_e14.5_1695	e14.5
chr19	22595201	22595601	vsx2_chip_e14.5_1696	e14.5
chr19	22670285	22670685	vsx2_chip_e14.5_1697	e14.5
chr19	22696116	22696516	vsx2_chip_e14.5_1698	e14.5
chr19	22701018	22701418	vsx2_chip_e14.5_1699	e14.5
chr19	22709181	22709581	vsx2_chip_e14.5_1700	e14.5
chr19	22860430	22860830	vsx2_chip_e14.5_1701	e14.5
chr19	23770598	23770998	vsx2_chip_e14.5_1702	e14.5
chr19	24166050	24166450	vsx2_chip_e14.5_1703	e14.5
chr19	24351609	24352009	vsx2_chip_e14.5_1704	e14.5
chr19	24402615	24403015	vsx2_chip_e14.5_1705	e14.5
chr19	24451785	24452185	vsx2_chip_e14.5_1706	e14.5
chr19	24467242	24467642	vsx2_chip_e14.5_1707	e14.5
chr19	25105680	25106080	vsx2_chip_e14.5_1708	e14.5
chr19	25154124	25154524	vsx2_chip_e14.5_1709	e14.5
chr19	25401518	25401918	vsx2_chip_e14.5_1710	e14.5
chr19	26135552	26135952	vsx2_chip_e14.5_1711	e14.5
chr19	26930403	26930803	vsx2_chip_e14.5_1712	e14.5
chr19	27245947	27246347	vsx2_chip_e14.5_1713	e14.5
chr19	27426524	27426924	vsx2_chip_e14.5_1714	e14.5
chr19	27904725	27905125	vsx2_chip_e14.5_1715	e14.5
chr19	28380799	28381199	vsx2_chip_e14.5_1716	e14.5
chr19	28579846	28580246	vsx2_chip_e14.5_1717	e14.5
chr19	28719926	28720326	vsx2_chip_e14.5_1718	e14.5
chr19	29016418	29016818	vsx2_chip_e14.5_1719	e14.5
chr19	30157132	30157532	vsx2_chip_e14.5_1720	e14.5
chr19	30159997	30160397	vsx2_chip_e14.5_1721	e14.5
chr19	30359039	30359439	vsx2_chip_e14.5_1722	e14.5
chr19	30676205	30676605	vsx2_chip_e14.5_1723	e14.5
chr19	30695054	30695454	vsx2_chip_e14.5_1724	e14.5
chr19	30810287	30810687	vsx2_chip_e14.5_1725	e14.5
chr19	31018228	31018628	vsx2_chip_e14.5_1726	e14.5
chr19	31078239	31078639	vsx2_chip_e14.5_1727	e14.5
chr19	31082703	31083103	vsx2_chip_e14.5_1728	e14.5
chr19	31215160	31215560	vsx2_chip_e14.5_1729	e14.5
chr19	32689751	32690151	vsx2_chip_e14.5_1730	e14.5
chr19	32728732	32729132	vsx2_chip_e14.5_1731	e14.5
chr19	36833444	36833844	vsx2_chip_e14.5_1732	e14.5
chr19	36834987	36835387	vsx2_chip_e14.5_1733	e14.5
chr19	36841280	36841680	vsx2_chip_e14.5_1734	e14.5
chr19	36896896	36897296	vsx2_chip_e14.5_1735	e14.5
chr19	36909700	36910100	vsx2_chip_e14.5_1736	e14.5
chr19	37570934	37571334	vsx2_chip_e14.5_1737	e14.5
chr19	38363350	38363750	vsx2_chip_e14.5_1738	e14.5
chr19	40434078	40434478	vsx2_chip_e14.5_1739	e14.5
chr19	40864739	40865139	vsx2_chip_e14.5_1740	e14.5
chr19	41688238	41688638	vsx2_chip_e14.5_1741	e14.5
chr19	41829629	41830029	vsx2_chip_e14.5_1742	e14.5
chr19	42126570	42126970	vsx2_chip_e14.5_1743	e14.5
chr19	42744132	42744532	vsx2_chip_e14.5_1744	e14.5
chr19	43603431	43603831	vsx2_chip_e14.5_1745	e14.5
chr19	43832457	43832857	vsx2_chip_e14.5_1746	e14.5
chr19	44513040	44513440	vsx2_chip_e14.5_1747	e14.5
chr19	44741207	44741607	vsx2_chip_e14.5_1748	e14.5
chr19	44817354	44817754	vsx2_chip_e14.5_1749	e14.5
chr19	44882647	44883047	vsx2_chip_e14.5_1750	e14.5
chr19	45549119	45549519	vsx2_chip_e14.5_1751	e14.5
chr19	45593263	45593663	vsx2_chip_e14.5_1752	e14.5
chr19	46131657	46132057	vsx2_chip_e14.5_1753	e14.5
chr19	47067352	47067752	vsx2_chip_e14.5_1754	e14.5
chr19	47291189	47291589	vsx2_chip_e14.5_1755	e14.5
chr19	47313601	47314001	vsx2_chip_e14.5_1756	e14.5
chr19	47903624	47904024	vsx2_chip_e14.5_1757	e14.5
chr19	48022669	48023069	vsx2_chip_e14.5_1758	e14.5
chr19	48070850	48071250	vsx2_chip_e14.5_1759	e14.5
chr19	48238330	48238730	vsx2_chip_e14.5_1760	e14.5
chr19	49839211	49839611	vsx2_chip_e14.5_1761	e14.5
chr19	49855603	49856003	vsx2_chip_e14.5_1762	e14.5
chr19	50146747	50147147	vsx2_chip_e14.5_1763	e14.5
chr19	50569784	50570184	vsx2_chip_e14.5_1764	e14.5
chr19	51482238	51482638	vsx2_chip_e14.5_1765	e14.5
chr19	51740109	51740509	vsx2_chip_e14.5_1766	e14.5
chr19	51997469	51997869	vsx2_chip_e14.5_1767	e14.5
chr19	53530568	53530968	vsx2_chip_e14.5_1768	e14.5
chr19	53599727	53600127	vsx2_chip_e14.5_1769	e14.5
chr19	55556357	55556757	vsx2_chip_e14.5_1770	e14.5
chr19	55894254	55894654	vsx2_chip_e14.5_1771	e14.5
chr19	55912126	55912526	vsx2_chip_e14.5_1772	e14.5
chr19	55941139	55941539	vsx2_chip_e14.5_1773	e14.5
chr19	55970186	55970586	vsx2_chip_e14.5_1774	e14.5
chr19	56029380	56029780	vsx2_chip_e14.5_1775	e14.5
chr19	56062997	56063397	vsx2_chip_e14.5_1776	e14.5
chr19	56133575	56133975	vsx2_chip_e14.5_1777	e14.5
chr19	56188031	56188431	vsx2_chip_e14.5_1778	e14.5
chr19	56190254	56190654	vsx2_chip_e14.5_1779	e14.5
chr19	56476535	56476935	vsx2_chip_e14.5_1780	e14.5
chr19	56485909	56486309	vsx2_chip_e14.5_1781	e14.5
chr19	56653090	56653490	vsx2_chip_e14.5_1782	e14.5
chr19	56724093	56724493	vsx2_chip_e14.5_1783	e14.5
chr19	57082524	57082924	vsx2_chip_e14.5_1784	e14.5
chr19	57127164	57127564	vsx2_chip_e14.5_1785	e14.5
chr19	57544204	57544604	vsx2_chip_e14.5_1786	e14.5
chr19	57987648	57988048	vsx2_chip_e14.5_1787	e14.5
chr19	58140362	58140762	vsx2_chip_e14.5_1788	e14.5
chr19	58220100	58220500	vsx2_chip_e14.5_1789	e14.5
chr19	58460407	58460807	vsx2_chip_e14.5_1790	e14.5
chr19	58469554	58469954	vsx2_chip_e14.5_1791	e14.5
chr19	58931122	58931522	vsx2_chip_e14.5_1792	e14.5
chr19	59132709	59133109	vsx2_chip_e14.5_1793	e14.5
chr19	59458508	59458908	vsx2_chip_e14.5_1794	e14.5
chr19	59697615	59698015	vsx2_chip_e14.5_1795	e14.5
chr19	59911525	59911925	vsx2_chip_e14.5_1796	e14.5
chr2	3089253	3089653	vsx2_chip_e14.5_1797	e14.5
chr2	4260714	4261114	vsx2_chip_e14.5_1798	e14.5
chr2	5116630	5117030	vsx2_chip_e14.5_1799	e14.5
chr2	5370634	5371034	vsx2_chip_e14.5_1800	e14.5
chr2	5725244	5725644	vsx2_chip_e14.5_1801	e14.5
chr2	5735884	5736284	vsx2_chip_e14.5_1802	e14.5
chr2	7097268	7097668	vsx2_chip_e14.5_1803	e14.5
chr2	7308614	7309014	vsx2_chip_e14.5_1804	e14.5
chr2	9878809	9879209	vsx2_chip_e14.5_1805	e14.5
chr2	11067446	11067846	vsx2_chip_e14.5_1806	e14.5
chr2	11139515	11139915	vsx2_chip_e14.5_1807	e14.5
chr2	11687462	11687862	vsx2_chip_e14.5_1808	e14.5
chr2	13203064	13203464	vsx2_chip_e14.5_1809	e14.5
chr2	18048688	18049088	vsx2_chip_e14.5_1810	e14.5
chr2	18063526	18063926	vsx2_chip_e14.5_1811	e14.5
chr2	18778242	18778642	vsx2_chip_e14.5_1812	e14.5
chr2	18898023	18898423	vsx2_chip_e14.5_1813	e14.5
chr2	20546683	20547083	vsx2_chip_e14.5_1814	e14.5
chr2	21129713	21130113	vsx2_chip_e14.5_1815	e14.5
chr2	21921314	21921714	vsx2_chip_e14.5_1816	e14.5
chr2	22895136	22895536	vsx2_chip_e14.5_1817	e14.5
chr2	24905493	24905893	vsx2_chip_e14.5_1818	e14.5
chr2	25305063	25305463	vsx2_chip_e14.5_1819	e14.5
chr2	26500713	26501113	vsx2_chip_e14.5_1820	e14.5
chr2	27423172	27423572	vsx2_chip_e14.5_1821	e14.5
chr2	27475920	27476320	vsx2_chip_e14.5_1822	e14.5
