gene	k50_group	q50_group	GENEID	p10.ehet.lfc	p10.ehet.padj	p10.ehom.lfc	p10.ehom.padj	p10.khet.lfc	p10.khet.padj	p10.khom.lfc	p10.khom.padj	p10.rhom.lfc	p10.rhom.padj	p21.ehet.lfc	p21.ehet.padj	p21.ehom.lfc	p21.ehom.padj	p21.khet.lfc	p21.khet.padj	p21.khom.lfc	p21.khom.padj	p21.rhom.lfc	p21.rhom.padj
Cplx2	3	3	ENSMUSG00000025867	-0.998627592	2.74e-08	-1.110048527	3.43e-10	0.971141975	6.68e-08	0.86261	1.05e-06	-0.270915833	0.161640188	-0.527345811	0.004191986	-0.231646828	0.308199862	0.519182667	0.005219041	1.762181915	2.5599999999999997e-24	0.135973574	0.571261408
Cplx3	1	0	ENSMUSG00000039714	0.093307866	0.712850847	-0.901347017	9.04e-05	0.598664891	0.01564442	1.129938688	4.39e-07	0.509245846	0.025478437	-0.583788915	6.15e-06	-0.330937867	0.01866399	-4.38e-05	0.981586141	0.607018124	6.98e-07	0.498875688	7.6e-05
Cplx4	3	3	ENSMUSG00000024519	1.850480587	3.79e-18	1.745077842	1.82e-16	1.578434877	1.71e-13	1.771509857	2.64e-17	-0.564886792	0.0102114	0.205607872	0.066049466	0.318635947	0.003684391	0.563461149	2.03e-08	-0.764745413	4.54e-15	-0.799619692	3.17e-16
Cpm	3	3	ENSMUSG00000020183	0.127649653	0.611144486	-0.110812562	0.708844237	-0.91028729	0.000893569	-1.163328967	6.66e-06	-0.246538582	0.322568209	-0.462827515	0.00350096	-0.649912006	2.17e-05	-1.481580963	2.7800000000000003e-21	-1.883400387	5.83e-31	-1.328583368	1.09e-17
Cpne2	3	0	ENSMUSG00000034361	0.413543646	0.154607188	-0.051974618	0.879235645	0.151816823	0.647572796	0.482656801	0.162329739	0.256922944	0.368713079	-0.21737941	0.260968262	0.314893922	0.249029652	0.008032766	0.980739059	0.881327816	0.001117325	0.786347997	0.004241598
Cpne5	1	0	ENSMUSG00000024008	-0.021047202	0.940306288	-0.085558233	0.774894384	-0.018363054	0.976826612	0.476647593	0.044288639	0.266087516	0.261247539	-0.416874002	0.003378588	-0.307294428	0.038411165	-0.264440938	0.073748348	-0.260461471	0.078346957	-0.045702018	0.867574726
Cpne6	1	1	ENSMUSG00000022212	0.86240129	3.85e-06	0.534988065	0.006392984	0.232420688	0.375642276	0.737003715	6.01e-05	0.917789459	6.08e-07	0.435253745	0.00102202	0.042661228	0.85321535	0.647007915	1.66e-07	-0.090428385	0.58873786	0.020801437	0.946646077
Cpne7	1	1	ENSMUSG00000034796	0.174484193	0.418723763	-0.222696052	0.367459989	2.523399957	8.889999999999999e-48	1.498791623	5.99e-17	1.200902259	1.31e-10	-0.415219076	0.007780767	-1.309969299	8.9e-18	1.854156264	1.6499999999999998e-42	2.006203421	3.45e-50	-0.123752744	0.586976209
Cpne8	3	3	ENSMUSG00000052560	0.321121709	0.201087896	0.457776183	0.103187272	0.079652196	0.866587874	0.920474358	0.000449135	0.151461633	0.586112283	-0.168600065	0.346051745	-0.286069255	0.224013823	-0.383232309	0.080797612	-0.474413091	0.035152948	-0.002571473	0.994332811
Cpne9	0	0	ENSMUSG00000030270	0.521485808	0.019770486	0.175739573	0.51047159	0.169220394	0.605705701	0.935107461	1.38e-05	0.791156659	0.000307389	-0.073654731	0.613045194	-0.218875636	0.159993749	-0.039963259	0.828383569	-0.161789824	0.289118102	0.028074375	0.928413032
Cpox	1	1	ENSMUSG00000022742	0.233936461	0.145804155	0.278884777	0.103620773	-0.227843399	0.273447055	-0.278312007	0.089242815	0.288881427	0.062861424	-0.01128487	0.931003476	-0.128746498	0.327328731	-0.577570057	1.52e-09	-0.205839483	0.053098783	0.170500006	0.153911917
Cpq	1	0	ENSMUSG00000039007	0.239903224	0.27899738	-0.25749831	0.310993554	0.41725921	0.100879449	1.295771638	1.26e-09	0.232578111	0.316790566	-0.328648935	0.060553617	-0.299267341	0.126485079	0.147381877	0.46711694	0.81410958	1.16e-06	0.641264355	0.000207742
Cpsf2	1	0	ENSMUSG00000041781	0.061899874	0.703553297	0.189722873	0.193785207	0.039453674	0.921455994	0.132688407	0.367835644	0.090443071	0.556851381	-0.014504718	0.924287163	0.225085305	0.14791814	-0.175397331	0.258460942	0.206662951	0.168267167	-0.065718077	0.795246947
Cpsf4l	3	0	ENSMUSG00000018727	0.23024189	0.360471468	0.586859223	0.040856239	0.063362792	0.89653286	-0.024257652	0.949529735	0.060942953	0.84470299	0.503663993	0.021574036	0.325832901	0.17645914	0.291949196	0.204783796	-0.547408485	0.026772576	-0.021794799	0.957336004
Cpsf7	3	2	ENSMUSG00000034820	-0.13426137	0.425718801	0.059616758	0.793274968	-0.097619598	0.762321739	-0.368548856	0.015296448	0.076849193	0.699094031	0.204821746	0.009912926	0.144017382	0.109703472	0.033582936	0.758376499	-0.085470708	0.34274397	-0.011418946	0.950689637
Cpt1a	3	1	ENSMUSG00000024900	0.290647111	0.062723245	0.251355371	0.138241408	-0.503427615	0.000683826	-0.858169042	4.59e-10	-0.488530414	0.000718424	0.238513569	0.001795126	0.461719177	9.39e-12	-0.448521078	1.29e-10	-1.45999101	2.48e-99	-0.446090535	1.73e-10
Cpxm2	1	0	ENSMUSG00000030862	0.021210751	0.94263329	-0.275053453	0.371030529	0.265377427	0.380373227	0.459799921	0.198983416	-1.478507834	0.000329679	-0.011208001	0.950160067	-0.299303208	0.304912901	0.157238502	0.583130913	0.418271845	0.207332757	0.216246411	0.439114439
Cpz	2	0	ENSMUSG00000036596	-0.111833534	0.67922355	-0.637479096	0.080599824	0.289116853	0.351656932	1.261444359	0.000756895	-0.62662187	0.064444885	-0.100826539	0.519002607	-0.083562419	0.803345403	0.201671404	0.471725604	0.911800181	0.006239427	1.399549719	3e-05
Crabp1	3	3	ENSMUSG00000032291	0.047232619	0.870938905	-0.896131379	0.001525682	-0.039482316	0.944391611	-0.031192502	0.930259652	0.052198827	0.869662658	-0.210283044	0.254717831	-0.056258882	0.861167954	-0.177634593	0.451348858	0.080930004	0.782672138	0.080363983	0.808084353
Cracr2a	2	0	ENSMUSG00000061414	-1.139393614	0.002639497	-0.055353179	0.870339366	-0.368811948	0.252884146	-0.314695662	0.339112534	-0.320373106	0.257691129	-0.164158967	0.364682318	-0.396289552	0.180441048	-0.097525264	0.737340481	-0.249281392	0.458678053	-0.001904837	0.996071708
Cradd	1	1	ENSMUSG00000045867	0.307270245	0.184281695	-0.255712749	0.346301082	0.297873346	0.294581232	0.30858477	0.232852833	0.137543664	0.599662289	-0.458827298	0.015911903	-0.275193274	0.186078103	0.16287251	0.425046678	0.098829765	0.67387262	0.066989079	0.828774802
Cramp1l	0	0	ENSMUSG00000038002	-0.622933008	0.001355924	-0.227305149	0.314318317	-0.121592654	0.727660864	-0.39564534	0.050955234	-0.080081363	0.750379034	0.001225864	0.989133468	0.177562934	0.041031495	0.151020993	0.083151762	0.097124461	0.28265738	-0.005073325	0.97934766
Crat	2	2	ENSMUSG00000026853	0.628599441	0.024338959	0.74891686	0.010513559	0.115851237	0.781092645	1.204149993	1.48e-05	0.586405514	0.033608441	0.361465523	0.083870896	0.331352384	0.177833016	0.770007891	0.000933078	0.827798598	0.000325262	0.342307533	0.158477268
Crb1	3	3	ENSMUSG00000063681	0.272408386	0.113403992	0.129493072	0.553244934	-2.935621603	4.51e-78	-4.040379123	8.929999999999999e-140	-1.277291665	8.84e-16	-0.065111155	0.581163294	-0.496992459	2.24e-07	-3.242150132	1.3799999999999998e-249	-3.86937444	0.0	-0.812981294	2.9e-18
Crb2	3	3	ENSMUSG00000035403	0.053029651	0.779560414	0.206471261	0.234106808	-0.095242585	0.769772958	-1.064154277	8.57e-16	-0.28987485	0.050692362	-0.137349338	0.138120223	-0.06577683	0.613536846	-0.548763917	1.91e-12	-1.872188568	3.97e-120	-0.351609927	1.62e-05
Crb3	3	0	ENSMUSG00000044279	-0.094574717	0.730350793	-0.079391185	0.80672667	0.086714374	0.831742673	0.111144305	0.781014968	-0.068437585	0.82638522	0.009704403	0.953437767	0.220783505	0.448844779	-0.052387848	0.864029017	-0.004486124	0.991937042	0.150973274	0.584548697
Crcp	1	1	ENSMUSG00000025532	1.975458035	1.77e-11	2.517830819	1.65e-18	0.131058651	0.740195799	-0.155439926	0.654567453	-0.473647813	0.098157225	1.062605991	7.38e-06	2.706285366	6.71e-36	-0.011241001	0.97064196	-0.275833171	0.308432667	-0.207329727	0.439072341
Creb1	3	3	ENSMUSG00000025958	-0.452367224	0.126378081	0.064357877	0.830582968	-0.0319173	0.934666506	-0.182032837	0.622008193	-0.31398611	0.246408681	0.10670536	0.541514813	0.327340173	0.12270514	0.179649921	0.412509304	-0.347587025	0.107020717	0.030303208	0.936949964
Creb3	1	0	ENSMUSG00000028466	0.747667455	0.017171662	0.260386411	0.385718225	0.087586121	0.841736382	-0.400526365	0.218850199	0.027204107	0.935924462	0.467313848	0.035909745	0.39239892	0.106802031	0.440694097	0.060623848	0.515241923	0.032793767	0.154129087	0.583241059
Creb3l1	3	3	ENSMUSG00000027230	0.025007796	0.934191168	-0.118165633	0.70237107	0.118504145	0.724767616	0.817315134	0.035996568	0.116751653	0.692040921	-0.269683715	0.188182755	0.059810766	0.860646245	-0.315912776	0.227649539	0.034109774	0.925233724	0.512518999	0.047261602
Creb3l2	0	1	ENSMUSG00000038648	0.062283226	0.817276061	0.005047186	0.98775651	0.434774582	0.103554282	0.652349283	0.005896404	0.63462531	0.007009201	-0.362129901	0.007853067	-0.248579331	0.095279398	-0.251137548	0.078714819	0.155171974	0.30856725	0.217583836	0.160530449
Creb5	3	1	ENSMUSG00000053007	-0.333717348	0.163981515	-0.31074677	0.250638806	-0.219713005	0.486267621	-1.115256696	1.45e-05	0.052861317	0.862403278	-0.183088048	0.28149161	-0.022324443	0.940406591	0.144368296	0.48116992	0.783109529	2.27e-06	0.359397824	0.052734759
Crebbp	1	1	ENSMUSG00000022521	-0.422089886	0.032490622	0.063128791	0.815191675	-0.110067884	0.774799172	-0.529124591	0.007126607	0.040150242	0.887192113	-0.052129877	0.755292707	0.324214464	0.004118204	0.132789847	0.298109529	0.069343322	0.638614025	-0.05037856	0.837985904
Crem	1	3	ENSMUSG00000063889	-0.271663028	0.153986957	-0.542690865	0.005014966	-0.242825657	0.33222948	0.074248298	0.77095448	-0.398479744	0.031933527	-0.326188165	0.044104309	-0.711422521	1.15e-05	-0.127810745	0.497779483	-0.080617569	0.701150171	-0.077072044	0.775302981
Crhr2	1	3	ENSMUSG00000003476	-0.172748085	0.429543256	-0.873470667	0.073632379	-0.096087923	0.691613538	-0.332985056	0.355634158	-0.166387757	0.494746389	-0.457943541		0.086726078	0.790392647	-0.125203015	0.656013933	0.468209161	0.214107363	-0.050457967	0.882044777
Crim1	3	2	ENSMUSG00000024074	-0.422867925	0.097639566	-0.308804462	0.264488349	0.16397742	0.630660246	0.497676586	0.070599947	0.074526305	0.788937993	-0.817432553	0.00136055	-0.380547964	0.129739462	-0.208740393	0.416245664	0.175353029	0.528344873	0.127140638	0.646065582
Crip2	3	0	ENSMUSG00000006356	0.112179569	0.672893683	-0.342350174	0.22699954	-0.035458227	0.954676441	0.22558277	0.464431611	-0.00927521	0.979845794	-0.278885846	0.142373158	0.289821367	0.196720454	-0.22615039	0.300179311	0.358052266	0.100691849	0.186465094	0.450109802
Cript	1	1	ENSMUSG00000024146	0.164622904	0.442792947	-0.23260968	0.332630816	-0.092035009	0.821245464	0.066108864	0.820789346	-0.484778507	0.020006957	-0.243293065	0.050159177	-0.17898144	0.212651198	-0.096432834	0.512210558	0.130955167	0.343831625	0.052820372	0.821370643
Crispld2	1	0	ENSMUSG00000031825	0.238828103	0.365212953	-0.225272107	0.456204975	-0.131262009	0.67822337	-0.230312999	0.52975762	-0.089183196	0.766599866	-0.051878608	0.774338414	0.500365248	0.088629392	-0.391841511	0.16547259	-0.682710266	0.031816175	-0.003675695	0.992717245
Crlf2	1	1	ENSMUSG00000033467	-0.033541329	0.889895983	-0.297959852	0.162364237	-0.222249008	0.394809901	-0.23612101	0.266366046	-0.546594248	0.003655316	-0.015981053	0.933480037	-0.049900783	0.883848664	-0.324414207	0.177238715	-0.069703147	0.827190579	-0.143114782	0.62127961
Crlf3	3	3	ENSMUSG00000017561	0.226987305	0.379501195	0.310845921	0.293681311	-0.491313861	0.131142692	-0.212750072	0.51777976	0.298546618	0.274500841	0.816719419	0.000177272	-0.133404449	0.622978032	-1.175303429	5.66e-08	-0.7167888	0.001030497	-1.032097985	1.98e-06
Crnkl1	3	3	ENSMUSG00000001767	0.112954551	0.554504291	0.026647395	0.922862723	0.152760418	0.579862699	0.060041457	0.799597402	-0.082831033	0.692298818	-0.0918384	0.452533634	-0.024767139	0.896611358	0.160953265	0.163301545	0.120602472	0.308995615	0.090754216	0.580518745
Crocc	1	0	ENSMUSG00000040860	0.628423048	5.82e-08	0.814181289	4.28e-13	-0.300692187	0.02538703	-1.632640854	5.16e-51	-0.812338094	7.01e-13	0.47738533	1.94e-07	0.416033809	5.24e-06	-0.522592961	4.09e-09	-1.615850456	5.59e-79	-0.881637378	1.98e-24
Crp	3	3	ENSMUSG00000037942	-0.343773319	0.219873166	0.012869158	0.97454347	-0.240209759	0.393824854	-1.549341307	0.000928747	0.32371748	0.267347632	-0.045356876	0.797682949	-0.055059551	0.87544695	0.323362309	0.245510338	-1.467917624	0.000113539	0.153369238	0.603863005
Crtac1	3	0	ENSMUSG00000042401	-0.115890525	0.601776764	-0.739330821	0.000356929	0.100590071	0.797186427	-0.259945312	0.255050557	-0.063175677	0.816080544	-0.293552968	0.091571497	0.104972604	0.672039295	-0.279101511	0.145394527	0.091993263	0.69167439	0.072426216	0.805189328
Crtc3	1	1	ENSMUSG00000030527	-0.023719018	0.897950669	-0.017783092	0.946684968	-0.891797141	1.11e-14	-1.270973047	4.17e-29	-0.385161111	0.001566431	0.148117272	0.158694765	-0.077833598	0.601589323	-0.47512769	3.41e-07	-0.859213114	3.660000000000001e-21	-0.333150979	0.000688078
Crx	3	1	ENSMUSG00000041578	-0.184593867	0.347427851	0.043496461	0.875439373	-0.176849985	0.538053057	-0.794575992	7.87e-06	-0.508626693	0.005509791	0.190470492	0.305103401	-0.022524664	0.956821304	0.083353866	0.755638409	-0.57537333	0.021359495	-0.199706352	0.451303184
Crxos	3	0	ENSMUSG00000074365	-0.212847255	0.295989498	-1.273130851	1.97e-10	0.927172552	1.01e-06	3.449383088	1.62e-87	-0.212702659	0.309885221	-0.325563021	0.040893348	-3.253661659	1.55e-64	1.381469048	3.3e-22	2.022270943	2.54e-47	0.611934162	5.88e-05
Cryba4	3	3	ENSMUSG00000066975	0.119005931		-0.079816644		0.002609556		-0.070218401		0.090908256											
Crybg3	3	3	ENSMUSG00000022723	-0.539957664	0.03899361	0.601981061	0.0301644	-0.221158001	0.488605127	-1.22723084	4.54e-06	1.275830154	2.54e-06	-0.115122993	0.282131352	1.020398218	1e-33	-0.385180942	5.46e-05	-1.04553348	9.279999999999999e-30	1.245244298	1.71e-50
Crygn	3	0	ENSMUSG00000038135	0.235110113	0.104467722	-0.098600848	0.538962213	0.001897416	0.995446223	0.051584483	0.871329906	0.260104688	0.105039975										
Cryl1	1	1	ENSMUSG00000021947	0.22559025	0.358844408	-0.214055785	0.464198214	0.061273867	0.902059054	0.5426014	0.041196508	0.184023828	0.490959829	-0.574907237	0.033300422	0.084809683	0.796444012	0.591203319	0.02586248	0.77467756	0.003843881	0.339977998	0.197611378
Cryzl1	0	0	ENSMUSG00000058240	0.096524727	0.670586372	0.244006557	0.287486698	0.07717224	0.863766711	0.202072491	0.38437167	0.116685634	0.620516071	0.314648152	0.023390404	0.217848395	0.174656063	0.286981952	0.048008874	0.199832516	0.189471794	0.18549078	0.288716008
Cs	1	1	ENSMUSG00000005683	0.024997042	0.905065388	-0.170332628	0.373064148	0.002883072	0.995712623	-0.073995672	0.723648615	0.077540403	0.701452719	-0.185642242	0.203012905	0.053411764	0.8267197	-0.106055168	0.54852475	0.218193557	0.178590507	-0.023139014	0.943531603
Csad	1	3	ENSMUSG00000023044	0.244861915	0.156162079	0.440129574	0.010085375	-0.312317099	0.119528679	-0.363819326	0.03573608	-0.482145133	0.003725071	0.315115142	0.00554499	0.574832231	2.53e-08	-0.110655223	0.440851804	-0.053126348	0.73277179	-0.025015466	0.923893482
Csf1r	2	2	ENSMUSG00000024621	1.835895192	0.009793834	0.12705342	0.559872394	0.141125914	0.361727532	0.320236615	0.341201818	0.111103398	0.611159749	-0.084495213	0.434966405	-0.047695697	0.856547114	0.011066519	0.97064196	-0.133736867	0.752283322	-0.097595882	0.630386851
Csf2rb	3	1	ENSMUSG00000071713	-0.120391466	0.647923343	0.126503766	0.674194319	-0.20620205	0.535729631	-0.057984154	0.876745662	-0.302901744	0.249824989	0.269736507	0.18300371	0.152854545	0.618322219	0.042136044	0.89494857	-0.387513306	0.287547279	-0.033648209	0.931527322
Csf3r	3	3	ENSMUSG00000028859	0.308604696	0.248791385	0.314137465	0.304018945	0.106117391	0.797776021	0.703182527	0.026720096	0.250069384	0.373779231	0.116443171	0.458180988	-0.041215407	0.906159469	0.095853561	0.74162937	0.15176913	0.716715712	0.022143853	0.953318403
Csgalnact2	3	3	ENSMUSG00000042042	-0.185016621	0.477382964	0.265499577	0.386077981	-0.08290894	0.827300715	-0.290160362	0.425454189	0.168040461	0.559702748	0.105150577	0.561814729	0.135199116	0.635377183	0.02690742	0.928431969	-0.923590252	9.16e-05	-0.263310109	0.282727245
Csmd1	3	2	ENSMUSG00000060924	-0.248032518	0.352572267	0.085926454	0.794491973	0.049176352	0.919811355	0.139198283	0.719004514	0.489870108	0.118793319	-0.55299597	0.000729219	-0.460749199	0.003980061	-0.562517938	0.000344055	-0.566129472	0.000343127	-0.144462528	0.504250329
Csmd3	2	0	ENSMUSG00000022311	0.010141077	0.975384384	0.206674764	0.503025672	0.140355018	0.68821463	0.585025036	0.090602952	0.903487699	0.010279627	-0.100144412	0.455391634	-0.062272952	0.754126851	0.123190693	0.390850551	-0.084027719	0.582492123	0.298902771	0.017374537
Csnk1a1	3	3	ENSMUSG00000024576	-0.203182891	0.066727737	-0.223480925	0.056412644	0.14308157	0.401245556	0.140987917	0.254022796	0.129320454	0.299914044	-0.105646144	0.303147211	-0.040938288	0.803850707	-0.048998705	0.696557348	0.332629592	5.22e-05	0.045738028	0.767327583
Csnk1g1	3	3	ENSMUSG00000032384	0.261853604	0.189165989	0.742179024	0.000127907	0.345963095	0.127386458	-0.275569218	0.195688018	0.134949319	0.555397193	0.233592047	0.013339847	0.336700113	0.000119639	0.087034384	0.432262076	-0.631408971	4.1e-14	-0.217965341	0.026610373
Csnk1g2	0	0	ENSMUSG00000003345	0.143848891	0.443643299	0.075813286	0.757068917	-0.106607674	0.764883021	-0.155651895	0.456459021	-0.199247559	0.289858962	0.007205657	0.941651279	-0.025734054	0.881367542	-0.084210244	0.486744997	-0.034715837	0.78370497	0.039352945	0.832165646
Csnk1g3	3	3	ENSMUSG00000073563	-0.320485232	0.014898199	-0.149852536	0.368662048	-0.163295412	0.41735288	-0.12523903	0.425000295	0.085862155	0.607118468	-0.207811667	0.101982098	0.107090402	0.532553714	-0.249924213	0.059002965	0.231313365	0.076345859	0.11236009	0.529643862
Csnk2a1	1	0	ENSMUSG00000074698	-0.049062496	0.820093847	0.09915456	0.581312087	0.075676259	0.792058618	0.051384001	0.820543881	0.076347264	0.653881632	-0.12895078	0.25978022	0.09422001	0.513458871	-0.068778814	0.642209294	0.292053647	0.005557858	0.072966101	0.659890712
Csnk2b	0	0	ENSMUSG00000024387	0.390798328	0.14871766	0.378097653	0.205265233	0.099662225	0.814470455	-0.60924162	0.052677143	0.010326338	0.977268024	0.256973955	0.205024186	0.106990503	0.742449335	0.186801319	0.492333452	-0.156082546	0.649626357	-0.252138924	0.348729668
Cspg4	3	0	ENSMUSG00000032911	-0.037075486	0.896860528	-0.06515805	0.833715097	0.058189208	0.909558805	0.023602504	0.948124411	-0.132464007	0.627504846	-0.178317356	0.321102601	-0.257312946	0.379575263	-0.363009045	0.210274404	0.201230211	0.576006509	0.087568673	0.792864239
Cspg5	1	0	ENSMUSG00000032482	-0.090517037	0.685348735	-0.880063464	4.39e-06	-0.487350723	0.019478727	-0.597954499	0.001862208	-0.762976024	6.64e-05	-0.568766139	5.41e-10	-0.601912512	2.21e-11	-0.731682497	2.28e-16	-0.166001739	0.109428	-0.417464935	7.58e-06
Csrnp2	1	0	ENSMUSG00000044636	0.084419678	0.642537069	-0.136698529	0.517877881	-0.175078453	0.487283501	-0.576169599	0.000198938	-0.037905599	0.862121756	-0.073314171	0.551792569	0.011085464	0.956650049	-0.210063938	0.068095265	-0.155570627	0.186659053	-0.106268521	0.502870288
Csrp1	3	0	ENSMUSG00000026421	-0.039111335	0.89680294	-0.68543882	0.018428645	-0.029415822	0.961846003	0.066753554	0.854578033	-0.484696946	0.072026271	-0.380926377	0.02864752	-0.177203871	0.41664811	-0.567970657	0.001410519	-0.314380427	0.090008232	-0.059273998	0.84671982
Csrp2	3	3	ENSMUSG00000020186	-0.162036218	0.526077387	-0.782135685	0.006803229	-0.490400999	0.107549197	-0.124819866	0.717456701	-1.10045648	0.00010503	-0.168118658	0.355905152	-0.236875498	0.35423088	-0.151580412	0.537894609	0.154153535	0.578356736	0.136754677	0.63210656
Cst3	3	1	ENSMUSG00000027447	0.732861139	0.010213873	-0.128199989	0.660156322	-0.216733125	0.506033139	-0.170003075	0.600083614	-0.945778853	0.000971882	-0.112356615	0.338532598	-0.838742048	4.6e-17	-1.451502789	5.05e-49	-1.313094525	1.0499999999999999e-40	-0.292609987	0.010215488
Cstad	0	0	ENSMUSG00000047363	0.889720361		0.306924438	0.23778072	0.133084985		0.661623772	0.127729789	0.190425026		0.01080194	0.944921545	-0.19973475	0.502598627	0.93413391	0.0123686	1.139967856	0.002710438	0.056771579	0.864868076
Cstf2t	3	3	ENSMUSG00000053536	-0.043002688	0.851108735	-0.015859673	0.960158085	-0.06932151	0.866856776	-0.090393895	0.69376676	0.163950086	0.367459227	-0.133898205	0.343409141	0.164354572	0.337177364	-0.305972882	0.033424529	0.287730879	0.044677099	0.075127903	0.748143092
Cstf3	3	3	ENSMUSG00000027176	0.116553764	0.425871664	0.108130822	0.531228283	-0.076525983	0.810226062	-0.114459406	0.466232684	-0.083772409	0.603975819	0.218287064	0.102441521	-0.009280524	0.968643842	0.063749249	0.712099985	-0.114253	0.468125256	-0.056765639	0.822432506
Ctbp2	3	3	ENSMUSG00000030970	0.095680171	0.654280727	0.230732601	0.280558451	-0.181930905	0.508291891	-0.747703214	1.65e-05	-0.481273491	0.007109657	0.149191073	0.214420396	0.344796029	0.002414065	0.016290657	0.935352292	-0.01984122	0.901854768	-0.317119335	0.005653718
Ctdsp1	0	0	ENSMUSG00000026176	-0.188224793	0.475152049	-0.004557932	0.988508585	0.082419554	0.848127091	-0.337331022	0.328165906	0.029005714	0.930774987	0.014498705	0.93741445	-0.238004223	0.417475476	0.186194986	0.508081318	-0.104966814	0.78796774	0.019613454	0.963969616
Cth	3	3	ENSMUSG00000028179	0.465166575	0.041484283	0.379442644	0.123253849	-0.026059063	0.967032609	0.181089129	0.509324086	0.081505059	0.768057053	0.161415776	0.34012565	0.54588859	0.002609038	0.075268143	0.744341142	-0.135233478	0.561193087	-0.241348039	0.266797365
Cthrc1	2	3	ENSMUSG00000054196	-0.333634169	0.179309285	-0.857080035	0.003980868	-0.191806821	0.570426427	0.220677291	0.446763743	-0.33936828	0.184771638	0.026326668	0.883289939	-0.085780874	0.797645554	-0.001787834	0.99630304	0.060110707	0.886816256	0.572770422	0.06708692
Ctif	3	3	ENSMUSG00000052928	0.12421648	0.59656866	0.29354885	0.201245185	-0.136501629	0.691423769	-0.977437173	1.03e-06	-0.39168563	0.059810427	-0.142913033	0.313553643	-0.028102706	0.908665008	-1.203891897	1.32e-20	-1.01454188	3.95e-15	-0.631146181	2.16e-06
Ctnna1	3	3	ENSMUSG00000037815	-0.063007601	0.762923303	-0.265620492	0.174651561	0.213109908	0.381261647	0.193120924	0.337287419	-0.284871641	0.110920463	-0.135096271	0.298850381	0.222469161	0.115367632	0.110014788	0.458773053	0.21313247	0.111242632	0.371945004	0.002799541
Ctnna2	1	0	ENSMUSG00000063063	0.125037812	0.556667305	0.019514174	0.950482054	0.096245751	0.812805443	0.533672048	0.004784955	0.778660169	2.78e-05	-0.260659683	0.09498511	0.067204739	0.792755145	-0.248176844	0.151908044	0.33800891	0.043447294	0.071147565	0.802393224
Ctnnal1	1	1	ENSMUSG00000038816	-0.558001133	0.072205986	0.266311053	0.385252599	-0.027213742	0.962351275	-0.043235361	0.916856489	-0.016748871	0.96077091	1.928189006	3.19e-23	1.681332742	3.16e-18	1.820121093	2.11e-21	0.146586777	0.562641458	1.041339113	1.74e-07
Ctnnb1	1	0	ENSMUSG00000006932	1.149865301	0.000947682	0.236266789	0.44096611	0.048482831	0.922881207	0.048483542	0.921393751	0.218065571	0.451659417	-0.047336485	0.801519578	-0.362194066	0.114057853	0.149692658	0.52973227	-0.304473448	0.200632102	-0.010785615	0.978400824
Ctnnd2	3	2	ENSMUSG00000022240	-0.3401512	0.12180002	-0.415024992	0.083331187	0.117320197	0.770768104	0.41140807	0.079622161	0.210300334	0.371297195	-0.33920635	0.016763752	-0.175506005	0.313157383	-0.278249317	0.061814716	0.67953514	2.63e-07	-0.013693818	0.965994644
Ctr9	3	0	ENSMUSG00000005609	-0.114726025	0.466844081	-0.290922095	0.048398459	-0.317621455	0.037034754	-0.633123719	5.66e-07	-0.415781641	0.001744541	-0.370183699	4.19e-06	-0.4090326	9.61e-08	-0.406910341	1.41e-07	-0.290056208	0.000270464	-0.377435584	1.14e-06
Ctsb	3	0	ENSMUSG00000021939	0.306956354	0.1471164	-0.184274006	0.464626708	0.09585795	0.8265	0.472951946	0.030096119	-0.172676581	0.470533913	-0.413584195	0.001075356	-0.33516953	0.009568354	-0.533378441	1e-05	0.122430043	0.417659689	-0.25693909	0.063452736
Ctsc	3	3	ENSMUSG00000030560	-0.059944217	0.834398312	-0.24925474	0.417007637	0.082484791	0.850205853	1.227832357	0.000371698	0.102708299	0.734687958	0.001463787	0.993745336	0.808138412	0.013859415	-0.002718536	0.99391125	0.895332925	0.006684234	1.306749146	0.000106973
Ctsk	3	0	ENSMUSG00000028111	-0.163288132	0.541401192	0.081687973	0.803662973	0.027976554	0.963202893	0.109992313	0.77637779	-0.303678365	0.290745347	0.395920927	0.085977957	-0.083478925	0.803186501	0.321160977	0.218329371	-0.107138878	0.759842971	0.4934024	0.067672135
Ctsz	3	1	ENSMUSG00000016256	0.215197401	0.383464604	-0.342752495	0.220417393	0.151820608	0.661991281	0.45492332	0.107934932	-0.548624696	0.041357733	-0.126739763	0.416097535	0.16396146	0.405873354	0.192962134	0.263106053	0.409672592	0.008575322	0.263195652	0.129316305
Cttnbp2	3	3	ENSMUSG00000000416	-0.007916505	0.97319992	0.247867348	0.287081092	0.159339334	0.618745785	0.056563339	0.852523824	0.639604066	0.001278249	-0.054661898	0.661401871	-0.161399777	0.214858469	-0.078206785	0.560226227	-0.130948905	0.277371635	-0.093353961	0.575238508
Ctu1	0	0	ENSMUSG00000038888	0.186290833	0.437389885	-0.121543953	0.675805262	-0.0544303	0.915800357	-0.426223078	0.096194183	-0.383543634	0.116166803	0.023605763	0.895535414	0.098350784	0.696971063	-0.190138402	0.335747665	0.210992339	0.288012857	-0.088863838	0.753467312
