peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster	k50_mono	k50_di	q50_mono	q50_di	gene	k50_group	q50_group
peak.1168	chr11	22499226	22499626	401	*	48.78408897	94.68138732	9.608792334	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Ehbp1	3	0
peak.1169	chr11	22692444	22692844	401	*	106.0115779	95.62820119	10.80989138	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	B3gnt2	3	1
peak.1170	chr11	22742233	22742633	401	*	214.8376226	217.7671908	72.06594251	42.89142216	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	B3gnt2	3	1
peak.1171	chr11	22745356	22745756	401	*	146.3522669	165.6924278	69.66374442	47.79329898	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	B3gnt2	3	1
peak.1172	chr11	22978758	22979158	401	*	72.23797789	136.3411977	34.83187221	15.93109966	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Zrsr1	1	0
peak.1173	chr11	22982141	22982541	401	*	55.35117787	54.91520464	9.608792334	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Commd1	0	0
peak.1174	chr11	22989798	22990198	401	*	247.6730671	234.8098405	19.21758467	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Cct4	1	1
peak.1175	chr11	23007510	23007910	401	*	179.1877114	156.2242891	19.21758467	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Fam161a	3	3
peak.1176	chr11	23009441	23009841	401	*	89.12477792	55.86201852	12.01099042	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Fam161a	3	3
peak.1177	chr11	23010751	23011151	401	*	116.3312891	111.724037	3.603297125	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	0	0	Fam161a	3	3
peak.1178	chr11	23012345	23012745	401	*	121.0220669	103.2027122	9.608792334	18.38203807	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Fam161a	3	3
peak.1179	chr11	23067888	23068288	401	*	99.44448905	133.5007561	8.407693293	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Fam161a	3	3
peak.1180	chr11	23355726	23356126	401	*	58.16564454	59.64927401	19.21758467	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Ahsa2	1	1
peak.1181	chr11	23981837	23982237	401	*	52.53671119	94.68138732	16.81538659	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Papolg	3	3
peak.1182	chr11	24993127	24993527	401	*	15.01048891	8.521324859	97.28902239	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	0	1	Bcl11a	3	2
peak.1185	chr11	26005826	26006226	401	*	11.25786668	10.41495261	251.0296997	17.15656886	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	0	1	1	1	5730522E02Rik	3	3
peak.1186	chr11	26108627	26109027	401	*	188.569267	86.16006246	122.5121023	36.76407614	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	5730522E02Rik	3	3
peak.1187	chr11	29140411	29140811	401	*	39.4025334	64.38334338	9.608792334	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Pnpt1	1	0
peak.1188	chr11	29172651	29173051	401	*	74.11428901	52.07476303	9.608792334	20.83297648	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ppp4r3b	1	0
peak.1189	chr11	29247219	29247619	401	*	59.10380009	99.41545668	12.01099042	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Cfap36	1	0
peak.1190	chr11	29506040	29506440	401	*	46.90777785	175.1605665	14.4131885	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Ccdc88a	3	3
peak.1191	chr11	29548014	29548414	401	*	210.1468448	178.947822	28.826377	42.89142216	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Clhc1	1	0
peak.1192	chr11	29692616	29693016	401	*	44.09331118	44.50025204	6.005495209	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Rtn4	1	3
peak.1193	chr11	29718448	29718848	401	*	136.9707113	168.5328694	14.4131885	30.63673011	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Rtn4	1	3
peak.1194	chr11	29735866	29736266	401	*	100.3826446	90.89413183	12.01099042	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Rtn4	1	3
peak.1195	chr11	30025937	30026337	401	*	77.86691123	89.00050408	16.81538659	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Eml6	1	1
peak.1196	chr11	30197943	30198343	401	*	53.47486675	62.48971563	10.80989138	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Eml6	1	1
peak.1197	chr11	30657133	30657533	401	*	41.27884451	57.75564626	14.4131885	11.02922284	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Acyp2	3	0
peak.1198	chr11	30953481	30953881	401	*	115.3931335	26.51078845	37.2340703	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Asb3	3	3
peak.1199	chr11	30986737	30987137	401	*	26.2683556	72.90466824	12.01099042	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Chac2	1	0
peak.1200	chr11	31671859	31672259	401	*	101.3208002	48.28750753	16.81538659	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Bod1	3	2
peak.1201	chr11	31734119	31734519	401	*	12.19602224	13.25539422	106.8978147	17.15656886	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	0	1	Bod1	3	2
peak.1202	chr11	31936936	31937336	401	*	29.08282227	79.53236535	12.01099042	22.05844568	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	1	4930524B15Rik	2	2
peak.1203	chr11	32020048	32020448	401	*	73.17613345	151.4902197	7.206594251	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Il9r	3	3
peak.1204	chr11	32075038	32075438	401	*	128.5273113	22.72353296	15.61428754	15.93109966	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	0	1	0	1	Il9r	3	3
peak.1206	chr11	34341650	34342050	401	*	14.07233336	43.55343817	9.608792334	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Dock2	1	0
peak.1207	chr11	35318182	35318582	401	*	71.29982234	80.47917922	57.65275401	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Pank3	3	1
peak.1208	chr11	35497963	35498363	401	*	102.2589557	78.58555147	16.81538659	28.1857917	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Pank3	3	1
peak.1209	chr11	35607249	35607649	401	*	95.69186682	44.50025204	12.01099042	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Pank3	3	1
peak.1210	chr11	35769207	35769607	401	*	60.04195565	58.70246014	6.005495209	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Pank3	3	1
peak.1211	chr11	35819273	35819673	401	*	10.31971113	53.0215769	13.21208946	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Fbll1	3	2
peak.1212	chr11	35873862	35874262	401	*	277.6940449	279.3100926	48.04396167	56.37158341	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Rars	3	3
peak.1213	chr11	35913578	35913978	401	*	5.628933342	15.14902197	132.1208946	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	Rars	3	3
peak.1214	chr11	36830617	36831017	401	*	9.38155557	12.30858035	199.3824409	7.352815227	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	0	1	1	1	Tenm2	2	3
peak.1215	chr11	42843706	42844106	401	*	140.7233336	55.86201852	7.206594251	44.11689136	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Gabrb2	2	2
peak.1216	chr11	43227717	43228117	401	*	28.14466671	108.8835954	14.4131885	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Atp10b	3	1
peak.1217	chr11	43240109	43240509	401	*	215.7757781	71.95785436	12.01099042	61.27346023	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Atp10b	3	1
peak.1218	chr11	43544820	43545220	401	*	96.63002238	142.9688949	7.206594251	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Ccnjl	3	0
peak.1219	chr11	43608459	43608859	401	*	10.31971113	12.30858035	105.6967157	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	0	1	0	Fabp6	1	1
peak.1220	chr11	44514543	44514943	401	*	46.90777785	66.27697112	13.21208946	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Rnf145	1	0
peak.1221	chr11	44519953	44520353	401	*	76.92875568	96.57501506	9.608792334	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Ebf1	3	3
peak.1222	chr11	44531717	44532117	401	*	16.88680003	46.39387979	7.206594251	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Ebf1	3	3
peak.1223	chr11	44544237	44544637	401	*	107.8878891	105.0963399	15.61428754	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Ebf1	3	3
peak.1224	chr11	44547845	44548245	401	*	189.5074225	274.5760232	9.608792334	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ebf1	3	3
peak.1225	chr11	44549565	44549965	401	*	67.54720011	85.21324859	8.407693293	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ebf1	3	3
peak.1226	chr11	44561713	44562113	401	*	113.5168224	190.3095885	19.21758467	28.1857917	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Ebf1	3	3
peak.1227	chr11	44899992	44900392	401	*	163.2390669	60.59608788	51.6472588	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Clint1	3	3
peak.1228	chr11	45922091	45922491	401	*	11.25786668	11.36176648	67.26154634	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	Clint1	3	3
peak.1229	chr11	45966897	45967297	401	*	180.125867	39.76618267	20.41868371	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Sox30	2	2
peak.1230	chr11	46215415	46215815	401	*	69.42351122	62.48971563	9.608792334	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Fndc9	1	0
peak.1231	chr11	48800089	48800489	401	*	74.11428901	65.33015725	20.41868371	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Rack1	1	0
peak.1232	chr11	48856480	48856880	401	*	75.99060012	56.80883239	14.4131885	18.38203807	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Irgm1	3	3
peak.1233	chr11	49243185	49243585	401	*	68.48535566	80.47917922	14.4131885	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Mgat1	3	3
peak.1234	chr11	49245749	49246149	401	*	338.6741561	224.3948879	81.67473484	53.920645	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Mgat1	3	3
peak.1235	chr11	49247974	49248374	401	*	34.71175561	63.4365295	10.80989138	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Mgat1	3	3
peak.1236	chr11	49698501	49698901	401	*	110.7023557	77.6387376	10.80989138	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Cnot6	3	3
peak.1237	chr11	49704780	49705180	401	*	135.0944002	28.4044162	30.02747605	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	1	1	Cnot6	3	3
peak.1238	chr11	49712914	49713314	401	*	75.05244456	64.38334338	15.61428754	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Cnot6	3	3
peak.1239	chr11	50174531	50174931	401	*	64.73273344	70.06422662	7.206594251	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Mrnip	0	0
peak.1240	chr11	50292258	50292658	401	*	62.85642232	82.37280697	14.4131885	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Maml1	0	1
peak.1241	chr11	50374524	50374924	401	*	194.1982003	153.3838475	48.04396167	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Hnrnph1	1	1
peak.1242	chr11	50377307	50377707	401	*	115.3931335	111.724037	27.62527796	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Hnrnph1	1	1
peak.1243	chr11	50848203	50848603	401	*	49.72224452	106.9899677	7.206594251	15.93109966	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Grm6	1	0
peak.1244	chr11	50887398	50887798	401	*	44.09331118	83.31962084	18.01648563	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Zfp454	0	0
peak.1245	chr11	50931448	50931848	401	*	71.29982234	79.53236535	40.83736742	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	1	Zfp354b	1	2
peak.1246	chr11	51059033	51059433	401	*	66.60904455	69.11741274	7.206594251	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Zfp354a	1	0
peak.1247	chr11	51473707	51474107	401	*	144.4759558	114.5644787	21.61978275	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Col23a1	2	3
peak.1248	chr11	51606871	51607271	401	*	74.11428901	67.223785	9.608792334	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Hnrnpab	1	0
peak.1249	chr11	51619415	51619815	401	*	194.1982003	196.9372856	26.42417892	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Nhp2	1	0
peak.1250	chr11	51635878	51636278	401	*	115.3931335	89.00050408	14.4131885	15.93109966	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Rmnd5b	1	1
peak.1251	chr11	51700951	51701351	401	*	133.2180891	141.0752671	16.81538659	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	0610009B22Rik	3	3
peak.1252	chr11	51746284	51746684	401	*	33.77360005	53.0215769	2.402198084	8.578284432	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	1	0	1	0610009B22Rik	3	3
peak.1253	chr11	51809768	51810168	401	*	48.78408897	101.3090844	10.80989138	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	0	Jade2	3	1
peak.1255	chr11	52234138	52234538	401	*	47.84593341	46.39387979	16.81538659	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	1	Skp1a	1	2
peak.1256	chr11	52308584	52308984	401	*	20.63942225	70.06422662	7.206594251	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	0	0	0	Tcf7	1	0
peak.1257	chr11	52332239	52332639	401	*	28.14466671	55.86201852	2.402198084	11.02922284	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	0	0	0	Tcf7	1	0
peak.1258	chr11	52516581	52516981	401	*	24.39204448	72.90466824	8.407693293	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	9530068E07Rik	3	1
peak.1259	chr11	52638384	52638784	401	*	28.14466671	72.90466824	32.42967413	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	0	9530068E07Rik	3	1
peak.1260	chr11	52888171	52888571	401	*	16.88680003	62.48971563	16.81538659	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Fstl4	1	0
peak.1261	chr11	53300538	53300938	401	*	140.7233336	126.873059	10.80989138	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Hspa4	1	0
peak.1262	chr11	53357183	53357583	401	*	75.99060012	80.47917922	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Aff4	3	2
peak.1263	chr11	53430815	53431215	401	*	408.0976673	414.7044765	18.01648563	69.85174466	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gdf9	1	0
peak.1264	chr11	53897026	53897426	401	*	12.19602224	67.223785	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	0	0	0	Slc22a21	1	0
peak.1265	chr11	54009196	54009596	401	*	18.76311114	93.73457345	3.603297125	8.578284432	e80a.gained	e80a.gained	e80a_shared	0	e80a.gained	1	0	0	0	Slc22a21	1	0
peak.1266	chr11	54305373	54305773	401	*	249.5493782	255.6397458	13.21208946	33.08766852	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Acsl6	1	3
peak.1267	chr11	54446437	54446837	401	*	91.93924459	78.58555147	9.608792334	7.352815227	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Fnip1	3	2
peak.1268	chr11	54522439	54522839	401	*	91.00108903	53.96839077	6.005495209	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Rapgef6	2	0
peak.1269	chr11	54709404	54709804	401	*	33.77360005	74.79829598	4.804396167	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Cdc42se2	1	0
peak.1270	chr11	54751510	54751910	401	*	52.53671119	75.74510985	6.005495209	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Cdc42se2	1	0
peak.1271	chr11	54860539	54860939	401	*	85.37215569	78.58555147	44.44066455	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Lyrm7	0	1
peak.1272	chr11	54879479	54879879	401	*	47.84593341	128.7666868	12.01099042	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Gpx3	1	0
peak.1273	chr11	55383483	55383883	401	*	185.7548003	195.0436579	8.407693293	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Fat2	1	0
peak.1274	chr11	55469136	55469536	401	*	140.7233336	131.6071284	14.4131885	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	G3bp1	0	0
peak.1275	chr11	55890166	55890566	401	*	201.7034448	234.8098405	18.01648563	34.31313773	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Glra1	1	1
peak.1276	chr11	55891156	55891556	401	*	49.72224452	71.01104049	24.02198084	19.60750727	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Glra1	1	1
peak.1277	chr11	56291172	56291572	401	*	33.77360005	28.4044162	85.27803197	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	0	1	1	1	0	Gria1	3	1
peak.1278	chr11	57467833	57468233	401	*	109.7642002	136.3411977	10.80989138	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Fam114a2	3	1
peak.1279	chr11	57496689	57497089	401	*	150.1048891	249.0120486	31.22857509	25.7348533	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Fam114a2	3	1
peak.1280	chr11	57507068	57507468	401	*	28.14466671	77.6387376	4.804396167	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Fam114a2	3	1
peak.1281	chr11	57524061	57524461	401	*	180.125867	251.8524903	8.407693293	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Galnt10	3	3
peak.1282	chr11	57682638	57683038	401	*	103.1971113	114.5644787	8.407693293	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Galnt10	3	3
peak.1283	chr11	57685654	57686054	401	*	227.0336448	204.5117966	30.02747605	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Galnt10	3	3
peak.1284	chr11	57696071	57696471	401	*	93.8155557	66.27697112	15.61428754	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Galnt10	3	3
peak.1285	chr11	57716703	57717103	401	*	251.4256893	176.1073804	18.01648563	37.98954534	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Galnt10	3	3
peak.1286	chr11	57798921	57799321	401	*	86.31031125	167.5860556	6.005495209	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Sap30l	3	1
peak.1287	chr11	57802593	57802993	401	*	63.79457788	102.2558983	9.608792334	11.02922284	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Sap30l	3	1
peak.1288	chr11	57933056	57933456	401	*	240.1678226	236.7034683	7.206594251	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Larp1	1	0
peak.1289	chr11	58094537	58094937	401	*	51.59855564	64.38334338	7.206594251	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gm12248	1	0
peak.1290	chr11	58111061	58111461	401	*	65.67088899	8.521324859	4.804396167	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	0	0	Cnot8	3	0
peak.1291	chr11	58127177	58127577	401	*	22.51573337	58.70246014	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Cnot8	3	0
peak.1292	chr11	58330439	58330839	401	*	79.74322235	83.31962084	13.21208946	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Sh3bp5l	0	0
peak.1293	chr11	58734732	58735132	401	*	8.443400013	7.574510985	66.0604473	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	0	1	Olfr317	3	2
peak.1296	chr11	58955510	58955910	401	*	248.6112226	146.7561503	26.42417892	41.66595295	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Trim17	3	2
peak.1297	chr11	58977893	58978293	401	*	55.35117787	60.59608788	6.005495209	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Trim11	0	0
peak.1298	chr11	59187816	59188216	401	*	218.5902448	249.0120486	4.804396167	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gjc2	1	0
peak.1299	chr11	59373318	59373718	401	*	52.53671119	97.52182894	3.603297125	18.38203807	e80a.gained	e80a.gained	e80a_shared	0	e80a.notDB	1	0	0	0	Prss38	1	1
peak.1300	chr11	59390567	59390967	401	*	34.71175561	98.46864281	10.80989138	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Prss38	1	1
peak.1301	chr11	59472355	59472755	401	*	42.21700007	53.96839077	9.608792334	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Zfp867	1	1
peak.1302	chr11	59808371	59808771	401	*	79.74322235	116.4581064	9.608792334	15.93109966	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Flcn	3	2
peak.1303	chr11	59811144	59811544	401	*	285.1992893	120.2453619	10.80989138	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Flcn	3	2
peak.1304	chr11	60046354	60046754	401	*	91.00108903	76.69192373	9.608792334	18.38203807	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Pemt	0	0
peak.1305	chr11	60155619	60156019	401	*	23.45388893	141.0752671	6.005495209	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	0	0	0	Rai1	1	0
peak.1306	chr11	60329913	60330313	401	*	30.02097783	71.01104049	6.005495209	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Srebf1	1	0
peak.1307	chr11	60352891	60353291	401	*	114.454978	120.2453619	45.64176359	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Drc3	0	1
peak.1308	chr11	60532989	60533389	401	*	34.71175561	66.27697112	8.407693293	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Alkbh5	3	1
peak.1309	chr11	60537384	60537784	401	*	75.05244456	89.94731795	30.02747605	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	1	0	Alkbh5	3	1
peak.1310	chr11	60728160	60728560	401	*	54.41302231	63.4365295	9.608792334	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Flii	1	0
